epoch,loss_name,train_loss_scaled,val_loss_scaled,test_loss_scaled
1,charbonnier,0.06653830222785473,0.06111597642302513,0.0557134784758091
2,charbonnier,0.05897039208899845,0.060331523418426514,0.052660319954156876
3,charbonnier,0.0565800986845385,0.053919944912195206,0.04734524339437485
4,charbonnier,0.05251532522114841,0.0513310469686985,0.045305248349905014
5,charbonnier,0.05152586204084483,0.0502329058945179,0.04467844218015671
6,charbonnier,0.049546234140341934,0.05019907280802727,0.04342751204967499
7,charbonnier,0.048276173628189346,0.04956628382205963,0.04243244230747223
8,charbonnier,0.04824574393304912,0.04877246543765068,0.04301811382174492
9,charbonnier,0.04791650176048279,0.0496370904147625,0.04284419119358063
10,charbonnier,0.04696685126559301,0.046962935477495193,0.042192280292510986
11,charbonnier,0.04636737738143314,0.04694048687815666,0.04193095490336418
12,charbonnier,0.04615382155911489,0.04624452814459801,0.041940461844205856
13,charbonnier,0.045660886744206604,0.04718124121427536,0.04052024334669113
14,charbonnier,0.04543998295610601,0.04575289040803909,0.03893393278121948
15,charbonnier,0.044856072488156234,0.04558929055929184,0.03910481557250023
16,charbonnier,0.04419026320630854,0.045326292514801025,0.038417380303144455
17,charbonnier,0.044490726495330986,0.0450580008327961,0.039641138166189194
18,charbonnier,0.04350022759965875,0.044234227389097214,0.03775753453373909
19,charbonnier,0.04315012490207499,0.04398515820503235,0.03697335347533226
20,charbonnier,0.04342508857900446,0.043405842036008835,0.03735382854938507
21,charbonnier,0.04241358421065591,0.042842768132686615,0.03663291037082672
22,charbonnier,0.04264021614058451,0.04373134300112724,0.036894652992486954
23,charbonnier,0.04251531172882427,0.043638188391923904,0.03610128164291382
24,charbonnier,0.042646667496724563,0.04313018545508385,0.036336131393909454
25,charbonnier,0.04305984926494685,0.04430808871984482,0.03757708892226219
26,charbonnier,0.042050132527947426,0.04303775727748871,0.0359487421810627
27,charbonnier,0.042850727469406345,0.04484039917588234,0.03831649571657181
28,charbonnier,0.04268542541698976,0.045326102524995804,0.038654625415802
29,charbonnier,0.04230098341676322,0.043031465262174606,0.0364849753677845
30,charbonnier,0.04277167858725244,0.04240486025810242,0.03590770438313484
31,charbonnier,0.041983484544537285,0.0420779213309288,0.03742481395602226
32,charbonnier,0.042256071316924965,0.0427863635122776,0.03626865893602371
33,charbonnier,0.041361266069791534,0.042252037674188614,0.03548667952418327
