output,mse,mae,r2
x1,7.432722594308958,1.441090955557927,0.17273502502813032
x2,4.858412820962075,1.6168910893966413,0.15223961445128664
x3,11.427878602520508,1.8261791236799938,0.5903194841201819
x4,8.782904148068873,2.0682094525471584,0.4363593120975958
x5,23.171838167005824,3.2755675268727336,0.8445758737778989
x6,38.21783145695992,4.658789422657412,0.45991631263657495
x7,94.59668907052252,7.764686453851443,0.7546586969716541
aggregate,26.92689669433552,3.23591628922333,0.9002478574918987
