output,mse,mae,r2
x1,6.196275677694364,1.1557596410319406,0.31035205762267404
x2,3.0312120834594256,1.2221753646653073,0.4710738631624525
x3,6.666851724463497,1.3306003645803814,0.7609985764838231
x4,4.238363055791142,1.4478156687492638,0.7280041056953225
x5,10.200798753282426,2.31142879697813,0.9315785730260309
x6,12.248361157883462,2.483617969841756,0.8269095915146709
x7,30.182078174796153,3.944187701685213,0.9217212519775668
aggregate,10.394848661052926,1.9850836439331416,0.9614917219478312
