output,mse,mae,r2
x1,6.338427241078602,1.217222504351371,0.2945305321946545
x2,3.2488924499020606,1.2636339102626746,0.4330901021725311
x3,12.034466639201337,2.2580177799295633,0.568573777113886
x4,11.96576339042716,2.502587001095646,0.23210011233691075
x5,51.59382705593634,5.282689729806658,0.6539365832426198
x6,58.08702347350107,5.705969968554144,0.17913045744459422
x7,134.5556965882976,8.515259374633162,0.6510229876412592
aggregate,39.689156691192025,3.8207686098047455,0.8529693763366724
